,Date,Open,High,Low,Close,Fifty_EMA,Twenty_EMA,Under/Over EMA,One_day_yield,Two_day_yield,Three_day_yield
11013,9/30/2005,1227.680054,1229.569946,1225.219971,1228.810059,1221.5926801877567,1223.07028177198,Over,Up,Up,Up
11014,10/3/2005,1228.810059,1233.339966,1225.150024,1226.699951,1221.7929653176486,1223.415964555601,Over,Up,Up,Up
11015,10/4/2005,1226.699951,1229.880005,1214.02002,1214.469971,1221.505789069898,1222.5639651693532,Over,Down,Down,Up
11016,10/5/2005,1214.469971,1214.469971,1196.25,1196.390015,1220.5208567534314,1220.0712080103672,Under,Down,Down,Down
11017,10/6/2005,1196.390015,1202.140015,1181.920044,1191.48999,1219.382391390552,1217.3491872474751,Under,Down,Down,Down
11018,10/7/2005,1191.48999,1199.709961,1191.459961,1195.900024,1218.4615142379812,1215.3064097953347,Under,Down,Down,Down
11019,10/10/2005,1195.900024,1196.52002,1186.119995,1187.329956,1217.240668816884,1212.6419856243504,Under,Up,Down,Down
11020,10/11/2005,1187.329956,1193.099976,1183.160034,1184.869995,1215.9712306279866,1209.997034136317,Under,Down,Down,Down
11021,10/12/2005,1184.869995,1190.02002,1173.650024,1177.680054,1214.4696158582617,1206.919226504287,Under,Down,Down,Down
11022,10/13/2005,1177.680054,1179.560059,1168.199951,1176.839966,1212.9939433148006,1204.0545350276884,Under,Down,Down,Down
11023,10/14/2005,1176.839966,1187.130005,1175.439941,1186.569946,1211.957708125985,1202.3893360726704,Under,Down,Down,Down
11024,10/17/2005,1186.569946,1191.209961,1184.47998,1190.099976,1211.1005421602601,1201.218920827654,Under,Up,Up,Up
11025,10/18/2005,1190.099976,1190.099976,1178.130005,1178.140015,1209.807972467701,1199.020929796449,Under,Up,Up,Up
11026,10/19/2005,1178.140015,1195.76001,1170.550049,1195.76001,1209.2570719787716,1198.710366006311,Under,Down,Down,Up
11027,10/20/2005,1195.76001,1197.300049,1173.300049,1177.800049,1208.0234632345062,1196.7189072438052,Under,Up,Up,Up
11028,10/21/2005,1177.800049,1186.459961,1174.920044,1179.589966,1206.9084241272706,1195.0875795063,Under,Down,Down,Down
11029,10/24/2005,1179.589966,1199.390015,1179.589966,1199.380005,1206.6131920046325,1195.4963819342715,Under,Up,Down,Up
11030,10/25/2005,1199.380005,1201.300049,1189.290039,1196.540039,1206.2181663966078,1195.5957778452935,Under,Up,Up,Up
11031,10/26/2005,1196.540039,1204.01001,1191.380005,1191.380005,1205.636277714388,1195.1942756695512,Under,Down,Up,Up
11032,10/27/2005,1191.380005,1192.650024,1178.890015,1178.900024,1204.5877971765688,1193.6424421772128,Under,Down,Down,Up
11033,10/28/2005,1178.900024,1198.410034,1178.900024,1198.410034,1204.3455319539582,1194.096498541288,Under,Down,Down,Down
11034,10/31/2005,1198.410034,1211.430054,1198.410034,1207.01001,1204.450021289097,1195.3263567754511,Under,Up,Up,Up
11035,11/1/2005,1207.01001,1207.339966,1201.660034,1202.76001,1204.3837463365835,1196.0343237492177,Under,Up,Up,Up
11036,11/2/2005,1202.76001,1215.170044,1201.069946,1214.76001,1204.7906586371098,1197.8177224397684,Under,Down,Up,Up
11037,11/3/2005,1214.76001,1224.699951,1214.76001,1219.939941,1205.3847481415369,1199.9246003978856,Under,Up,Up,Up
11038,11/4/2005,1219.939941,1222.52002,1214.449951,1220.140015,1205.9633860575552,1201.8498779790393,Under,Up,Up,Up
11039,11/7/2005,1220.140015,1224.180054,1217.290039,1222.810059,1206.6240398984355,1203.8460856953213,Under,Up,Up,Up
11040,11/8/2005,1222.810059,1222.810059,1216.079956,1218.589966,1207.0932919024185,1205.2502647719573,Under,Up,Up,Up
11041,11/9/2005,1218.589966,1226.589966,1216.530029,1220.650024,1207.6249284552648,1206.7169085079613,Under,Down,Down,Down
11042,11/10/2005,1220.650024,1232.410034,1215.050049,1230.959961,1208.5400277707447,1209.0257706500602,Over,Up,Down,Up
11043,11/11/2005,1230.959961,1235.699951,1230.719971,1234.719971,1209.5666922111077,1211.4728373500545,Over,Up,Up,Up
11044,11/14/2005,1234.719971,1237.199951,1231.780029,1233.76001,1210.5154497714566,1213.595425221478,Over,Up,Up,Up
11045,11/15/2005,1233.76001,1237.939941,1226.410034,1229.01001,1211.2407266431642,1215.0634809146707,Over,Down,Up,Up
11046,11/16/2005,1229.01001,1232.23999,1227.180054,1231.209961,1212.023833872844,1216.6012409227974,Over,Down,Down,Down
11047,11/17/2005,1231.209961,1242.959961,1231.209961,1242.800049,1213.2307442699876,1219.0963655015785,Over,Up,Down,Down
11048,11/18/2005,1242.800049,1249.579956,1240.709961,1248.27002,1214.6048335143018,1221.8748087871422,Over,Up,Up,Up
11049,11/21/2005,1248.27002,1255.890015,1246.900024,1254.849976,1216.183074396094,1225.0153009026526,Over,Up,Up,Up
11050,11/22/2005,1254.849976,1261.900024,1251.400024,1261.22998,1217.9496197138944,1228.4643179595428,Over,Up,Up,Up
11051,11/23/2005,1261.22998,1270.640015,1259.51001,1265.609985,1219.8186536466828,1232.0020005348242,Over,Up,Up,Up
11052,11/25/2005,1265.609985,1268.780029,1265.540039,1268.25,1221.7179221311267,1235.454190960079,Over,Up,Up,Up
11053,11/28/2005,1268.25,1268.439941,1257.170044,1257.459961,1223.1195707142197,1237.5499785829286,Over,Up,Up,Up
11054,11/29/2005,1257.459961,1266.180054,1257.459961,1257.47998,1224.4670377450345,1239.448073955983,Over,Down,Down,Down
11055,11/30/2005,1257.47998,1260.930054,1249.390015,1249.47998,1225.4479374413079,1240.4034935792229,Over,Up,Down,Down
11056,12/1/2005,1249.47998,1266.170044,1249.47998,1264.670044,1226.986059267139,1242.714593619297,Over,Down,Down,Down
11057,12/2/2005,1264.670044,1266.849976,1261.420044,1265.079956,1228.4799375703883,1244.844628131745,Over,Up,Up,Up
11058,12/5/2005,1265.079956,1265.079956,1258.119995,1262.089966,1229.7979779009613,1246.4870412620548,Over,Up,Up,Up
11059,12/6/2005,1262.089966,1272.890015,1262.089966,1263.699951,1231.1274670421,1248.1263659990018,Over,Down,Down,Up
11060,12/7/2005,1263.699951,1264.849976,1253.02002,1257.369995,1232.1565857855471,1249.0067116181447,Over,Up,Down,Down
11061,12/8/2005,1257.369995,1263.359985,1250.910034,1255.839966,1233.085345793957,1249.6574977497498,Over,Down,Down,Down
11062,12/9/2005,1255.839966,1263.079956,1254.23999,1259.369995,1234.116116351057,1250.582497487869,Over,Down,Down,Down
11063,12/12/2005,1259.369995,1263.859985,1255.52002,1260.430054,1235.148035474545,1251.5203600128339,Over,Up,Up,Down
11064,12/13/2005,1260.430054,1272.109985,1258.560059,1267.430054,1236.413996985347,1253.0355689639925,Over,Up,Up,Up
11065,12/14/2005,1267.430054,1275.800049,1267.069946,1272.73999,1237.8385457310198,1254.9121804912313,Over,Up,Up,Up
11066,12/15/2005,1272.73999,1275.170044,1267.73999,1270.939941,1239.1366396631367,1256.4386338730187,Over,Up,Up,Up
11067,12/16/2005,1270.939941,1275.23999,1267.319946,1267.319946,1240.2418673626216,1257.4749493136835,Over,Down,Up,Up
11068,12/19/2005,1267.319946,1270.51001,1259.280029,1259.920044,1241.0135605640876,1257.707815474285,Over,Down,Down,Down
11069,12/20/2005,1259.920044,1263.859985,1257.209961,1259.619995,1241.7432246596138,1257.8899278100673,Over,Down,Down,Down
11070,12/21/2005,1259.619995,1269.369995,1259.619995,1262.790039,1242.5685899278642,1258.3566050662512,Over,Down,Down,Down
11071,12/22/2005,1262.790039,1268.189941,1262.5,1268.119995,1243.570605813046,1259.2864517266082,Over,Up,Up,Down
11072,12/23/2005,1268.119995,1269.76001,1265.920044,1268.660034,1244.5545049576326,1260.1791738478837,Over,Up,Up,Up
11073,12/27/2005,1268.660034,1271.829956,1256.540039,1256.540039,1245.0245259004705,1259.8325895766566,Over,Up,Up,Up
11074,12/28/2005,1256.540039,1261.099976,1256.540039,1258.170044,1245.5400364141774,1259.6742519026893,Over,Down,Down,Down
11075,12/29/2005,1258.170044,1260.609985,1254.180054,1254.420044,1245.8882720057784,1259.1738511500523,Over,Up,Down,Down
11076,12/30/2005,1254.420044,1254.420044,1246.589966,1248.290039,1245.9824589467282,1258.1372976119521,Over,Down,Down,Down
11077,1/3/2006,1248.290039,1270.219971,1245.73999,1268.800049,1246.8772663997977,1259.1527977441472,Over,Down,Down,Down
11078,1/4/2006,1268.800049,1275.369995,1267.73999,1273.459961,1247.9197250115703,1260.5153847208949,Over,Up,Up,Up
11079,1/5/2006,1273.459961,1276.910034,1270.300049,1273.47998,1248.9220879522932,1261.7501080808097,Over,Up,Up,Up
11080,1/6/2006,1273.47998,1286.089966,1273.47998,1285.449951,1250.3545531698503,1264.0072359778753,Over,Up,Up,Up
11081,1/9/2006,1285.449951,1290.780029,1284.819946,1290.150024,1251.9151598690719,1266.4970253133156,Over,Up,Up,Up
11082,1/10/2006,1290.150024,1290.150024,1283.76001,1289.689941,1253.3965238349906,1268.7058744263331,Over,Up,Up,Up
11083,1/11/2006,1289.719971,1294.900024,1288.119995,1294.180054,1254.9958779591086,1271.1319867666825,Over,Down,Up,Up
11084,1/12/2006,1294.180054,1294.180054,1285.040039,1286.060059,1256.2140811371828,1272.5537079317603,Over,Up,Up,Up
11085,1/13/2006,1286.060059,1288.959961,1282.780029,1287.609985,1257.4452930533719,1273.9876390811164,Over,Down,Down,Down
11086,1/17/2006,1287.609985,1287.609985,1278.609985,1282.930054,1258.4446954434356,1274.8392976448197,Over,Up,Down,Down
11087,1/18/2006,1282.930054,1282.930054,1272.079956,1277.930054,1259.2088271515363,1275.1336553929323,Over,Down,Down,Down
11088,1/19/2006,1277.930054,1287.790039,1277.930054,1285.040039,1260.221815851476,1276.0771204983673,Over,Down,Down,Down
11089,1/20/2006,1285.040039,1285.040039,1260.920044,1261.48999,1260.271548171026,1274.6878699747133,Over,Up,Up,Down
11090,1/23/2006,1261.48999,1268.189941,1261.48999,1263.819946,1260.4107010270643,1273.652829596169,Over,Down,Down,Down
11091,1/24/2006,1263.819946,1271.469971,1263.819946,1266.859985,1260.6636141240424,1273.0058920155816,Over,Up,Down,Down
11092,1/25/2006,1266.859985,1271.869995,1259.420044,1264.680054,1260.8211215701585,1272.2129550617167,Over,Up,Up,Down
11093,1/26/2006,1264.680054,1276.439941,1264.680054,1273.829956,1261.3312719399564,1272.366955151077,Over,Down,Up,Up
11094,1/27/2006,1273.829956,1286.380005,1273.829956,1283.719971,1262.2092601383895,1273.4481947557365,Over,Up,Up,Up
11095,1/30/2006,1283.719971,1287.939941,1283.51001,1285.189941,1263.110463309433,1274.5664563028092,Over,Up,Up,Up
11096,1/31/2006,1285.199951,1285.199951,1276.849976,1280.079956,1263.7759336110241,1275.0915515120655,Over,Up,Up,Up
11097,2/1/2006,1280.079956,1283.329956,1277.569946,1282.459961,1264.5086405674547,1275.7933047966305,Over,Down,Down,Up
11098,2/2/2006,1282.459961,1282.459961,1267.719971,1270.839966,1264.7569278393191,1275.3215582445705,Over,Up,Down,Down
11099,2/3/2006,1270.839966,1270.869995,1261.02002,1264.030029,1264.728422002483,1274.2461745069925,Over,Down,Down,Down
11100,2/6/2006,1264.030029,1267.040039,1261.619995,1265.02002,1264.739857218072,1273.3674931253743,Over,Down,Down,Down
11101,2/7/2006,1265.02002,1265.780029,1253.609985,1254.780029,1264.3492757193242,1271.5972584467672,Over,Up,Down,Down
11102,2/8/2006,1254.780029,1266.469971,1254.780029,1265.650024,1264.4002854558212,1271.0308551661226,Over,Down,Down,Down
11103,2/9/2006,1265.650024,1274.560059,1262.800049,1263.780029,1264.37596167324,1270.3403002931586,Over,Up,Up,Up
11104,2/10/2006,1263.819946,1269.890015,1254.97998,1266.98999,1264.478472588015,1270.0212231223816,Over,Down,Up,Down
11105,2/13/2006,1266.98999,1266.98999,1258.339966,1262.859985,1264.4150024865241,1269.3392004440595,Over,Up,Up,Up
11106,2/14/2006,1262.859985,1278.209961,1260.800049,1275.530029,1264.8508858792095,1269.928803163673,Over,Down,Down,Down
11107,2/15/2006,1275.530029,1281.0,1271.060059,1280.0,1265.4449687859073,1270.8879647671326,Over,Up,Up,Up
11108,2/16/2006,1280.0,1289.390015,1280.0,1289.380005,1266.3835976570483,1272.6491114559772,Over,Up,Up,Up
11109,2/17/2006,1289.380005,1289.469971,1284.069946,1287.23999,1267.2014953959876,1274.0387189363605,Over,Up,Up,Up
11110,2/21/2006,1287.23999,1291.920044,1281.329956,1283.030029,1267.822222203988,1274.8950341805166,Over,Down,Up,Up
11111,2/22/2006,1283.030029,1294.170044,1283.030029,1292.670044,1268.7966465881454,1276.5878922585628,Over,Down,Down,Up
11112,2/23/2006,1292.670044,1293.839966,1285.140015,1287.790039,1269.5414855062575,1277.654763376795,Over,Up,Up,Up
11113,2/24/2006,1287.790039,1292.109985,1285.619995,1289.430054,1270.321429368757,1278.7762196266242,Over,Down,Up,Up
11114,2/27/2006,1289.430054,1297.569946,1289.430054,1294.119995,1271.254706452335,1280.2375315669458,Over,Up,Down,Up
11115,2/28/2006,1294.119995,1294.119995,1278.660034,1280.660034,1271.6235428267535,1280.2777698939033,Over,Up,Up,Up
11116,3/1/2006,1280.660034,1291.800049,1280.660034,1291.23999,1272.39281526492,1281.3217908563888,Over,Down,Down,Down
11117,3/2/2006,1291.23999,1291.23999,1283.209961,1289.140015,1273.0495681957075,1282.0663836319707,Over,Up,Down,Up
11118,3/3/2006,1289.140015,1297.329956,1284.199951,1287.22998,1273.605662776268,1282.55815471464,Over,Down,Up,Down
11119,3/6/2006,1287.22998,1288.22998,1275.670044,1278.26001,1273.7881861968067,1282.14880759896,Over,Down,Down,Up
11120,3/7/2006,1278.26001,1278.26001,1271.109985,1275.880005,1273.8702183067358,1281.5517787800115,Over,Down,Down,Down
11121,3/8/2006,1275.880005,1280.329956,1268.420044,1278.469971,1274.0506007652953,1281.2582732771534,Over,Down,Down,Down
11122,3/9/2006,1278.469971,1282.73999,1272.22998,1272.22998,1273.9792038725386,1280.3984358221865,Over,Up,Up,Down
11123,3/10/2006,1272.22998,1284.369995,1271.109985,1281.420044,1274.271001524596,1280.495731839121,Over,Down,Down,Down
11124,3/13/2006,1281.579956,1287.369995,1281.579956,1284.130005,1274.6576291118668,1280.841853092538,Over,Up,Up,Up
11125,3/14/2006,1284.130005,1298.140015,1282.670044,1297.47998,1275.5526232643426,1282.4264366075342,Over,Up,Up,Up
11126,3/15/2006,1297.47998,1304.400024,1294.969971,1303.02002,1276.6297760775058,1284.3877302639596,Over,Up,Up,Up
11127,3/16/2006,1303.02002,1310.449951,1303.02002,1305.329956,1277.7552733293685,1286.3822279531064,Over,Up,Up,Up
11128,3/17/2006,1305.329956,1309.790039,1305.319946,1307.25,1278.9119292772364,1288.3696348147153,Over,Up,Up,Up
11129,3/20/2006,1307.25,1310.0,1303.589966,1305.079956,1279.9381264036194,1289.9610939752185,Over,Up,Up,Up
11130,3/21/2006,1305.079956,1310.880005,1295.819946,1297.22998,1280.61623830936,1290.6533688347215,Over,Down,Down,Up
11131,3/22/2006,1297.22998,1305.969971,1295.810059,1305.040039,1281.5740344148753,1292.0235278980813,Over,Down,Down,Down
11132,3/23/2006,1305.040039,1305.040039,1298.109985,1301.670044,1282.3621132221351,1292.9422437173116,Over,Up,Down,Down
11133,3/24/2006,1301.670044,1306.530029,1298.890015,1302.949951,1283.1694794095024,1293.8953586966154,Over,Down,Up,Down
11134,3/27/2006,1302.949951,1303.73999,1299.089966,1301.609985,1283.8926364914828,1294.6300850112234,Over,Up,Down,Up
11135,3/28/2006,1301.609985,1306.23999,1291.839966,1293.22998,1284.2588068251503,1294.4967416768213,Over,Down,Down,Down
11136,3/29/2006,1293.22998,1305.599976,1293.22998,1302.890015,1284.9894424398503,1295.2961010409335,Over,Down,Down,Down
11137,3/30/2006,1302.890015,1310.150024,1296.719971,1300.25,1285.5878956775034,1295.767900941797,Over,Up,Up,Down
11138,3/31/2006,1300.25,1303.0,1294.869995,1294.869995,1285.9518995725034,1295.6823860901973,Over,Down,Up,Down
11139,4/3/2006,1302.880005,1309.189941,1296.650024,1297.810059,1286.4169254324054,1295.8850216054166,Over,Down,Down,Up
11140,4/4/2006,1297.810059,1307.550049,1294.709961,1305.930054,1287.1821461605464,1296.8416913572817,Over,Up,Down,Down
11141,4/5/2006,1305.930054,1312.810059,1304.819946,1311.560059,1288.1381427424858,1298.2434406565883,Over,Up,Up,Up
11142,4/6/2006,1311.560059,1311.98999,1302.439941,1309.040039,1288.9578249486628,1299.2716881178656,Over,Up,Up,Up
11143,4/7/2006,1309.040039,1314.069946,1294.180054,1295.5,1289.214380833029,1298.9124797256877,Over,Down,Up,Up
11144,4/10/2006,1295.51001,1300.73999,1293.170044,1296.619995,1289.504797074871,1298.6941478470508,Over,Down,Down,Down
11145,4/11/2006,1296.599976,1300.709961,1282.959961,1286.569946,1289.3897048758565,1297.5394619568556,Over,Up,Down,Down
11146,4/12/2006,1286.569946,1290.930054,1286.449951,1288.119995,1289.3399123317054,1296.6423698657266,Over,Down,Down,Down
11147,4/13/2006,1288.119995,1292.089966,1283.369995,1289.119995,1289.3312881226188,1295.9259532118479,Over,Up,Down,Down
11148,4/17/2006,1289.119995,1292.449951,1280.73999,1285.329956,1289.1743731374181,1294.9168106202435,Over,Up,Up,Down
11149,4/18/2006,1285.329956,1309.02002,1285.329956,1307.280029,1289.8843988575195,1296.0942599897442,Over,Down,Down,Down
11150,4/19/2006,1307.650024,1310.390015,1302.790039,1309.930054,1290.6705029807542,1297.4119546573877,Over,Up,Up,Up
11151,4/20/2006,1309.930054,1318.160034,1306.380005,1311.459961,1291.4857758442542,1298.7498600233507,Over,Up,Up,Up
11152,4/21/2006,1311.459961,1317.670044,1306.589966,1311.280029,1292.2620210660484,1299.9432094496983,Over,Up,Up,Up
11153,4/24/2006,1311.280029,1311.280029,1303.790039,1308.109985,1292.883509847772,1300.720997597346,Over,Down,Up,Up
11154,4/25/2006,1308.109985,1310.790039,1299.170044,1301.73999,1293.2308227949184,1300.8180444928369,Over,Down,Down,Down
11155,4/26/2006,1301.73999,1310.969971,1301.73999,1305.410034,1293.708438920608,1301.2553768268524,Over,Down,Down,Down
11156,4/27/2006,1305.410034,1315.0,1295.569946,1309.719971,1294.3363421394079,1302.0615286528664,Over,Up,Down,Down
11157,4/28/2006,1309.719971,1316.040039,1306.160034,1310.609985,1294.9745242123722,1302.8756673525934,Over,Up,Up,Up
11158,5/1/2006,1310.609985,1317.209961,1303.459961,1305.189941,1295.3751287922792,1303.0960743666321,Over,Up,Up,Up
11159,5/2/2006,1305.189941,1313.660034,1305.189941,1313.209961,1296.0745339768957,1304.0593016650482,Over,Down,Down,Down
11160,5/3/2006,1313.209961,1313.469971,1303.920044,1308.119995,1296.5469049974097,1304.4460343636151,Over,Up,Up,Up
11161,5/4/2006,1307.849976,1315.140015,1307.849976,1312.25,1297.16271264457,1305.1892691861278,Over,Down,Up,Down
11162,5/5/2006,1312.25,1326.530029,1312.25,1325.76001,1298.2841752859595,1307.1483873588775,Over,Up,Down,Up
11163,5/8/2006,1325.76001,1326.699951,1322.869995,1324.660034,1299.31852268651,1308.8161632294605,Over,Up,Up,Up
11164,5/9/2006,1324.660034,1326.599976,1322.47998,1325.140015,1300.3311302282157,1310.3708157790356,Over,Down,Up,Up
11165,5/10/2006,1324.569946,1325.51001,1317.439941,1322.849976,1301.214222219266,1311.5593072286513,Over,Up,Down,Up
11166,5/11/2006,1322.630005,1322.630005,1303.449951,1305.920044,1301.398764249883,1311.0222345402083,Over,Down,Down,Down
11167,5/12/2006,1305.880005,1305.880005,1290.380005,1291.23999,1301.000380945966,1309.1382112506647,Over,Down,Down,Down
11168,5/15/2006,1291.189941,1294.810059,1284.51001,1294.5,1300.7454640461242,1307.7440958934585,Over,Down,Down,Down
11169,5/16/2006,1294.5,1297.880005,1288.51001,1292.079956,1300.4056402011784,1306.2522730464625,Over,Up,Down,Down
11170,5/17/2006,1291.72998,1291.72998,1267.310059,1270.319946,1299.2258090560342,1302.8301466610853,Over,Down,Up,Down
11171,5/18/2006,1270.25,1274.890015,1261.75,1261.810059,1297.7585247401114,1298.923471645744,Over,Down,Down,Down
11172,5/19/2006,1261.810059,1272.150024,1256.280029,1267.030029,1296.5534856914796,1295.886000917578,Under,Down,Down,Down
11173,5/22/2006,1267.030029,1268.77002,1252.97998,1262.069946,1295.201190017304,1292.665424258761,Under,Up,Down,Down
11174,5/23/2006,1262.060059,1273.670044,1256.150024,1256.579956,1293.686631820547,1289.2287129960218,Under,Down,Up,Down
11175,5/24/2006,1256.560059,1264.530029,1245.339966,1258.569946,1292.309506886408,1286.3088304249723,Under,Down,Down,Down
11176,5/25/2006,1258.410034,1273.26001,1258.410034,1272.880005,1291.5475656359606,1285.029894670213,Under,Up,Down,Down
11177,5/26/2006,1272.709961,1280.540039,1272.5,1280.160034,1291.100995767884,1284.566098415907,Under,Up,Up,Up
11178,5/30/2006,1280.040039,1280.040039,1259.869995,1259.869995,1289.8762506397318,1282.214088566773,Under,Up,Up,Up
11179,5/31/2006,1259.380005,1270.089966,1259.380005,1270.089966,1289.1003179087618,1281.0594102270802,Under,Down,Down,Up
11180,6/1/2006,1270.050049,1285.709961,1269.189941,1285.709961,1288.9673627358693,1281.502319824501,Under,Up,Down,Down
11181,6/2/2006,1285.709961,1290.680054,1280.219971,1288.219971,1288.9380532560313,1282.1420961269296,Under,Up,Up,Up
11182,6/5/2006,1288.160034,1288.160034,1264.660034,1265.290039,1288.0106801479517,1280.5371383053173,Under,Up,Up,Up
11183,6/6/2006,1265.22998,1269.880005,1254.459961,1263.849976,1287.0632015539143,1278.94788475243,Under,Down,Down,Down
11184,6/7/2006,1263.609985,1272.469971,1255.77002,1256.150024,1285.8509200812118,1276.776659918865,Under,Down,Down,Down
11185,6/8/2006,1256.079956,1259.849976,1235.180054,1257.930054,1284.7559841564585,1274.9817450694495,Under,Down,Down,Down
11186,6/9/2006,1257.930054,1262.579956,1250.030029,1252.300049,1283.483202385617,1272.8215835390258,Under,Up,Down,Down
11187,6/12/2006,1252.27002,1255.219971,1236.430054,1237.439941,1281.6775842920636,1269.451903297214,Under,Down,Down,Down
11188,6/13/2006,1236.079956,1243.369995,1222.52002,1223.689941,1279.403559064924,1265.0936211736698,Under,Down,Down,Down
11189,6/14/2006,1223.660034,1231.459961,1219.290039,1230.040039,1277.4677347486524,1261.7551847761774,Under,Down,Down,Down
11190,6/15/2006,1230.01001,1258.640015,1230.01001,1256.160034,1276.6321386408622,1261.2223132736844,Under,Up,Down,Down
11191,6/16/2006,1256.160034,1256.27002,1246.329956,1251.540039,1275.6481347333774,1260.300191914286,Under,Up,Up,Up
11192,6/19/2006,1251.540039,1255.930054,1237.170044,1240.130005,1274.2552669006961,1258.379221731973,Under,Down,Up,Up
11193,6/20/2006,1240.119995,1249.01001,1238.869995,1240.119995,1272.9166287869432,1256.6402477574995,Under,Down,Down,Up
11194,6/21/2006,1240.089966,1257.959961,1240.089966,1252.199951,1272.1042100502002,1256.2173623520232,Under,Down,Down,Down
11195,6/22/2006,1251.920044,1251.920044,1241.530029,1245.599976,1271.0648283227415,1255.2061826994495,Under,Up,Up,Up
11196,6/23/2006,1245.589966,1253.130005,1241.430054,1244.5,1270.0230703493007,1254.186546251883,Under,Down,Up,Up
11197,6/26/2006,1244.5,1250.920044,1243.680054,1250.560059,1269.2598150022693,1253.8411665136084,Under,Down,Down,Up
11198,6/27/2006,1250.550049,1253.369995,1238.939941,1239.199951,1268.080996806102,1252.4467650361219,Under,Up,Up,Down
11199,6/28/2006,1238.98999,1247.060059,1237.589966,1246.0,1267.2150753627252,1251.8327874136342,Under,Down,Down,Down
11200,6/29/2006,1245.939941,1272.880005,1245.939941,1272.869995,1267.4368369171282,1253.836330993288,Under,Up,Down,Up
11201,6/30/2006,1272.859985,1276.300049,1270.199951,1270.199951,1267.5451943321427,1255.394770993927,Under,Up,Up,Up
11202,7/3/2006,1270.060059,1280.380005,1270.060059,1280.189941,1268.0410667504902,1257.7562157564103,Under,Down,Up,Up
11203,7/5/2006,1280.050049,1280.050049,1265.910034,1270.910034,1268.1535752700788,1259.008960351038,Under,Up,Up,Up
11204,7/6/2006,1270.579956,1278.319946,1270.579956,1274.079956,1268.3859823575267,1260.4442932699867,Under,Down,Up,Down
11205,7/7/2006,1274.079956,1275.380005,1263.130005,1265.47998,1268.272021480761,1260.9238824823688,Under,Up,Down,Up
11206,7/10/2006,1265.459961,1274.060059,1264.459961,1267.339966,1268.235470285437,1261.5349380554765,Under,Down,Down,Down
11207,7/11/2006,1267.26001,1273.640015,1259.650024,1272.430054,1268.3999637644395,1262.572568145431,Under,Up,Down,Down
11208,7/12/2006,1272.390015,1273.310059,1257.290039,1258.599976,1268.0156505187754,1262.1942260363423,Under,Up,Up,Down
11209,7/13/2006,1258.579956,1258.579956,1241.430054,1242.280029,1267.0064104592157,1260.297635842405,Under,Down,Down,Down
11210,7/14/2006,1242.290039,1242.699951,1228.449951,1236.199951,1265.7983140098347,1258.0026182383665,Under,Down,Down,Down
11211,7/17/2006,1236.199951,1240.069946,1231.48999,1234.48999,1264.5705365976844,1255.763320310903,Under,Down,Down,Down
11212,7/18/2006,1234.47998,1239.859985,1224.540039,1236.859985,1263.483848299736,1253.9630026622456,Under,Down,Down,Down
11213,7/19/2006,1236.73999,1261.810059,1236.73999,1259.810059,1263.3397781311191,1254.519865170603,Under,Up,Up,Down
11214,7/20/2006,1259.810059,1262.560059,1249.130005,1249.130005,1262.7825321259772,1254.006545154355,Under,Up,Up,Up
11215,7/21/2006,1249.119995,1250.959961,1238.719971,1240.290039,1261.9004735720175,1252.7002112348925,Under,Down,Up,Up
11216,7/24/2006,1240.25,1262.5,1240.25,1260.910034,1261.8616328044875,1253.4820991172837,Under,Down,Down,Up
11217,7/25/2006,1260.910034,1272.390015,1257.189941,1268.880005,1262.1368630866646,1254.948566344209,Under,Up,Up,Up
11218,7/26/2006,1268.869995,1273.890015,1261.939941,1268.400024,1262.3824772401288,1256.2296575495225,Under,Up,Up,Up
11219,7/27/2006,1268.199951,1275.849976,1261.920044,1263.199951,1262.4145350346337,1256.8934950209964,Under,Down,Up,Up
11220,7/28/2006,1263.150024,1280.420044,1263.150024,1278.550049,1263.0473002881774,1258.9560239713776,Under,Down,Down,Up
11221,7/31/2006,1278.530029,1278.660034,1274.310059,1276.660034,1263.5811329827586,1260.6421201645799,Under,Up,Up,Up
11222,8/1/2006,1278.530029,1278.660034,1265.709961,1270.920044,1263.8689334148075,1261.6209700536674,Under,Down,Up,Up
11223,8/2/2006,1270.72998,1283.420044,1270.72998,1277.410034,1264.399956967168,1263.1246904295085,Under,Down,Down,Up
11224,8/3/2006,1278.219971,1283.959961,1271.25,1280.27002,1265.0223123802202,1264.7575789600317,Under,Up,Up,Down
11225,8/4/2006,1280.26001,1292.920044,1273.819946,1279.359985,1265.5845740515842,1266.1482842971714,Over,Up,Up,Up
11226,8/7/2006,1279.310059,1279.310059,1273.0,1275.77002,1265.9840033044632,1267.064640078393,Over,Down,Up,Up
11227,8/8/2006,1275.670044,1282.75,1268.369995,1271.47998,1266.1995318023273,1267.4851486423556,Over,Down,Down,Down
11228,8/9/2006,1271.130005,1283.73999,1264.72998,1265.949951,1266.1897443198832,1267.3389393430837,Over,Down,Down,Down
11229,8/10/2006,1265.719971,1272.550049,1261.300049,1271.810059,1266.4101488171427,1267.7647602627899,Over,Down,Down,Down
11230,8/11/2006,1271.640015,1271.640015,1262.079956,1266.73999,1266.4230837654902,1267.6671630949052,Over,Up,Up,Down
11231,8/14/2006,1266.670044,1278.900024,1266.670044,1268.209961,1266.49315738253,1267.7188581334858,Over,Down,Up,Down
